,PKGID,ORDER,BORROWERID,BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,IMPUTED
16387,197602030,1,B1591,CIA AUTONOMA REG. DEL VALLE DEL CANCA,,COLOMBIA,COL,C16,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC & COMMUNITY SERVICES,0
16388,197602031,1,B0699,BANK OF FINLAND,,FINLAND,FIN,K64,CENTRAL GOVERNMENT,BANK & FINANCE,0
16389,197602032,1,B2592,GROUPEMENT DE L'INDUSTRIE SIDERURGIQUE,,FRANCE,FRA,K66,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16390,197602033,1,B5148,SOCIETE METALLURGIQUE LE NICKEL,,FRANCE,FRA,B07,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16391,197602034,1,B5125,SOCIETE DE L'HOTEL DE DIALOGUE,,GABON,GAB,I55,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16392,197602035,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16393,197602036,1,B4677,REPUBLIC OF GABON,,GABON,GAB,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16394,197602037,1,B1765,DEUTSCHE AUSSENHANDELSBANK,,GERMAN DEMOCRATIC REPUBLIC,DDR,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16395,197602038,1,B4563,PUBLIC POWER,,GREECE,GRC,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16396,197602039,1,B2643,GUYANA BAUXITE COMPANY,,GUYANA,GUY,B07,PUBLIC NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16397,197602040,1,B3870,NATIONAL BANK OF HUNGARY,,HUNGARY,HUN,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16398,197602041,1,B4679,REPUBLIC OF INDONESIA,,INDONESIA,IDN,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16399,197602042,1,B4218,P.T. SARINI TOKYO HOTEL,,INDONESIA,IDN,I55,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16400,197602043,1,B0721,BANK SAKHTEMAN,,IRAN,IRN,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16401,197602044,1,B2921,INDUSTRIAL AND MINING DEVELOPMENT BANK,,IRAN,IRN,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16402,197602045,1,B2992,INTAIRDRIL (IRAN),,IRAN,IRN,,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,1
16403,197602046,1,B5435,TARA MINES,,IRELAND,IRL,B07,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16404,197602047,1,B0368,ASAHI SYNTHETIC FIBERS (IRELAND),,IRELAND,IRL,C22,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16405,197602048,1,B5183,SODESUCRE,,IVORY COAST,CIV,C10,PUBLIC NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16406,197602049,1,B0910,BRAVE TRANSPORT,,JAPAN,JPN,C29,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16407,197602050,1,B4920,SEASPAN SHIPPING,,JAPAN,JPN,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16408,197602051,1,B4434,POLESTAR NAVIGATION,,JAPAN,JPN,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16409,197602052,1,B5711,UNION CELLOPHANE INDUSTRIES,,KOREA,KOR,C22,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16410,197602053,1,B4821,SAMSUNG PETROCHEMICAL,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16411,197602054,1,B2779,HONAM ETHYLENE,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16412,197602055,1,B2779,HONAM ETHYLENE,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16413,197602056,1,B4431,POHANG IRON & STEEL,,KOREA,KOR,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16414,197602057,1,B3302,KOREA NYLON CO LTD,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16415,197602058,1,B2194,FINANCIERA NACIONAL AZUCARERA,,MEXICO,MEX,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16416,197602059,1,B3850,NACIONAL FINANCIERA,,MEXICO,MEX,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16417,197602060,1,B3850,NACIONAL FINANCIERA,,MEXICO,MEX,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16418,197602061,1,B2194,FINANCIERA NACIONAL AZUCARERA,,MEXICO,MEX,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16419,197602062,1,B0746,BANQUE NATIONALE POUR LE DEVELOPPEMENT ECON.,,MOROCCO,MAR,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16420,197602063,1,B5162,SOCIETE NATIONALE DE SIDERURGIE (MOROCCO),,MOROCCO,MAR,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16421,197602064,1,B1360,CLAM PETROLEUM,,NETHERLANDS,NLD,B06,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16422,197602065,1,B3278,KONINKUJKE SCHOLTEN-HONIG NV,,NETHERLANDS,NLD,B10,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16423,197602066,1,B3278,KONINKUJKE SCHOLTEN-HONIG HOIDINGS,,NETHERLANDS,NLD,B10,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16424,197602067,1,B4016,NORDANA DRILLING,,NORWAY,NOR,B06,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16425,197602068,1,B4010,NOR. OWNERS OF SHIPS & DRILL. VESSELS,,NORWAY,NOR,H50,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16426,197602069,1,B1179,CENTRAL BANK OF THE PHILIPPINES,,PHILIPPINES,PHL,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16427,197602070,1,B5950,WESTERN MINOLCO,,PHILIPPINES,PHL,B07,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16428,197602071,1,B4439,POLISH STEAMSHIP CO,,POLAND,POL,H50,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16429,197602072,1,B05641,BC DO FOMENTO NACIONAL,,PORTUGAL,PRT,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16430,197602073,1,B5207,SOUTH AFRICAN BREWERIES LTD,,SOUTH AFRICA,ZAF,C11,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16431,197602074,1,B1925,ELECTRICITY SUPPLY COMMISSION,,SOUTH AFRICA,ZAF,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16432,197602075,1,B5438,TARRAGONA QUIMICA,,SPAIN,ESP,C22,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16433,197602076,1,B2316,FUERZAS ELECTRICAS DE CATALUNA,,SPAIN,ESP,D35,OTHER,PUBLIC UTILITIES,0
16434,197602077,1,B5438,TARRAGONA QUIMICA,,SPAIN,ESP,C22,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16435,197602078,1,B2985,INSTITUTO NACIONAL DE INDUSTRIA,,SPAIN,ESP,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16436,197602079,1,B1874,ECHEVARRIA,,SPAIN,ESP,C29,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16437,197602080,1,B1993,EMPRESA NACIONAL DEL PETROLEO SA,,SPAIN,ESP,B06,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16438,197602081,1,B2529,SPANISH STATE,,SPAIN,ESP,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16439,197602082,1,B1996,EMPRESA NACIONAL HIDROELECT. RIBAGORZANA,,SPAIN,ESP,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16440,197602083,1,B1508,CIA TELEFONICA NACIONAL DE ESPANA,,SPAIN,ESP,J61,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16441,197602084,1,B0473,AUTOPISTAS DEL ASTUR-LEONESA,,SPAIN,ESP,F42,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16442,197602085,1,B2097,EUROPISTAS CONCESIONARIA ESPANOLA,,SPAIN,ESP,F41,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16443,197602086,1,B2465,DEMOCRATIC REPUBLIC OF THE SUDAN,,SUDAN,SDN,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16444,197602087,1,B5409,SYDSVENSKA KRAFT AB,,SWEDEN,SWE,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16445,197602088,1,B4037,NORRLANDS SKOGSAGARES CELLULOSA AB,,SWEDEN,SWE,C16,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16446,197602089,1,B1777,DEVLET YATIRIM BANKASI,,TURKEY,TUR,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16447,197602090,1,B3760,MIRAMAR TRANSPORT LTD. (LIBERIA),,UNITED STATES,USA,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,2
16448,197602091,1,B3918,NATIONAL WATER COUNCIL,,UNITED KINGDOM,GBR,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16449,197602092,1,B1749,DENTSPLY INTERNATIONAL,,UNITED KINGDOM,GBR,C28,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16450,197602093,1,B4071,NORTHERN OFFSHORE,,UNITED KINGDOM,GBR,B06,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16451,197602094,1,B3705,METROPOLITAN PROPERTY CO LTD,,UNITED KINGDOM,GBR,L68,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16452,197602095,1,B0946,BRITISH NUCLEAR FUELS,,UNITED KINGDOM,GBR,B06,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16453,197602096,1,B4445,POLYAMIDE INTERMEDIARES,,UNITED KINGDOM,GBR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16454,197602097,1,B4458,PORTLAND GENERAL ELECTRIC,,UNITED STATES,USA,D35,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16455,197602098,1,B5952,WESTERN UNION,,UNITED STATES,USA,K64,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16456,197602099,1,B0545,BANCO CENTRAL DEL URUGUAY,,URUGUAY,URY,K64,CENTRAL GOVERNMENT,BANK & FINANCE,0
16457,197602100,1,B0679,BANK FOR FOREIGN TRADE OF THE USSR,,USSR,SUN,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16458,197602101,1,B5354,SUDOIMPORT,,USSR,SUN,H50,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,1
16459,197602102,1,B5197,SONATRACH,,ALGERIA,DZA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16460,197602103,1,B5161,SOCIETE NATIONALE DE SIDERURGIE (ALGERIA),,ALGERIA,DZA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16461,197602104,1,B5166,SOCIETE NATIONALE DES INDUSTRIES TEXTILES,,ALGERIA,DZA,C13,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16462,197602105,1,B1639,CREDIT POPULAIRE D'ALGERIE,,ALGERIA,DZA,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16463,197602106,1,B0541,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,,ARGENTINA,ARG,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16464,197602107,1,B0541,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,,ARGENTINA,ARG,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16465,197602108,1,B0218,ALUMINIO ARGENTINO SAIC,,ARGENTINA,ARG,B07,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16466,197602109,1,B6007,WORMALD,,AUSTRALIA,AUS,N80,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16467,197602110,1,B1166,CENTRAIS ELETRICAS DO BRASIL,,BRAZIL,BRA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16468,197602111,1,B1166,CENTRAIS ELETRICAS DO BRASIL,,BRAZIL,BRA,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16469,197602112,1,B1458,CIA ACOS ESPECIAIS ITABIRA,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16470,197602113,1,B1458,CIA ACOS ESPECIAIS ITABIRA,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16471,197602114,1,B1327,CIA SIDERURGICA PAULISTA,,BRAZIL,BRA,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16472,197602115,1,B2457,STATE OF PARANA,,BRAZIL,BRA,O84,STATE OR LOCAL GOVERNMENT,GENERAL PURPOSE,0
16473,197602116,1,B2457,STATE OF PARANA,,BRAZIL,BRA,O84,STATE OR LOCAL GOVERNMENT,GENERAL PURPOSE,0
16474,197602117,1,B4647,REDE FERROVIARIA FEDERAL,,BRAZIL,BRA,H49,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16475,197602118,1,B5383,SUPER. NAC. DE MARINHA MERCANTE,,BRAZIL,BRA,O84,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16476,197602119,1,B0981,BULGARIAN FOREIGN TRADE BANK,,BULGARIA,BGR,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16477,197602120,1,B2460,CITY OF MONTREAL,,CANADA,CAN,O84,STATE OR LOCAL GOVERNMENT,GENERAL PURPOSE,0
16478,197602121,1,B1962,EMPRESA COLUMBIANA DE PETROLEOS,,COLOMBIA,COL,B06,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16479,197602122,1,B0632,BANCO NACIONAL DE CUBA,,CUBA,CUB,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16480,197602123,1,B2287,FOREIGN TRADE BANK OF CZECHOSLOVAKIA,,CZECHOSLOVAKIA,CSK,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16481,197602124,1,B2466,KINGDOM OF DENMARK,,DENMARK,DNK,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16482,197602125,1,B0701,BANK OF GREECE,,GREECE,GRC,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16483,197602126,1,B3869,NATIONAL BANK OF GREECE,,GREECE,GRC,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16484,197602127,1,B3135,JARDINE MATHESON & CO LTD,,HONG KONG,HKG,C32,OTHER PRIVATE FINANCIAL INSTITUTION,BANK & FINANCE,0
16485,197602128,1,B3605,MASS TRANSIT RAILWAY,,HONG KONG,HKG,H49,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16486,197602129,1,B3870,NATIONAL BANK OF HUNGARY,,HUNGARY,HUN,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16487,197602130,1,B4217,P.T. INTERNATIONAL NICKEL INDONESIA,INCO,INDONESIA,IDN,C24,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16488,197602131,1,B0685,BANK INDONESIA,,INDONESIA,IDN,K64,CENTRAL GOVERNMENT,BANK & FINANCE,0
16489,197602132,1,B2482,IMPERIAL GOVERNMENT OF IRAN,,IRAN,IRN,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16490,197602133,1,B2484,REPUBLIC OF IRELAND,,IRELAND,IRL,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16491,197602134,1,B3598,MARUBENI MARITIME CORP,,JAPAN,JPN,N82,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16492,197602135,1,B5994,WISTARIA SHIPPING CO (PRIVATE),,JAPAN,JPN,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16493,197602136,1,B2029,ENTERPRISE SHIPPING,,JAPAN,JPN,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16494,197602137,1,B4718,ROCK SHIPPING,,JAPAN,JPN,H50,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16495,197602138,1,B3002,INTERCONTINENTAL CAR CARRIERS,,JAPAN,JPN,N82,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16496,197602139,1,B5281,SSANGYONG CEMENT INDUSTRIAL,,KOREA,KOR,C32,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16497,197602140,1,B1823,DOW CHEMICAL KOREA,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16498,197602141,1,B3304,KOREA PACIFIC CHEMICAL,,KOREA,KOR,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16499,197602142,1,B3289,KOREA ELECTRIC,,KOREA,KOR,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16500,197602143,1,B2864,HYUNDAI CONSTRUCTION,,KOREA,KOR,C29,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16501,197602144,1,B3284,KOREA ASSOCIATED FINANCE,,KOREA,KOR,K64,OTHER PRIVATE FINANCIAL INSTITUTION,BANK & FINANCE,0
16502,197602145,1,B3314,KOREAN IRAN PETROLEUM,,KOREA,KOR,B06,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16503,197602146,1,B2678,HANYUNG INDUSTRIAL,,KOREA,KOR,C30,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16504,197602147,1,B2518,REPUBLIC OF LIBERIA,,LIBERIA,LBR,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16505,197602148,1,B2918,INDUSTRIA QUIMICA DEL ISTMO,,MEXICO,MEX,C20,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16506,197602149,1,B2496,UNITED MEXICAN STATES,,MEXICO,MEX,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16507,197602150,1,B2496,UNITED MEXICAN STATES,,MEXICO,MEX,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16508,197602151,1,B1635,CREDIT IMMOBILIER ET HOTELIER,,MOROCCO,MAR,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16509,197602152,1,B0877,BONAIRE PETROLEUM CORP NV,,NETHERLANDS,NLD,C32,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16510,197602153,1,B4986,SHIPBUILDING CREDIT INSTITUTE,,NORWAY,NOR,K64,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16511,197602154,1,B3837,KS MUNKENES DRILLING AS,,NORWAY,NOR,B06,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16512,197602155,1,B0366,AS UNION,,NORWAY,NOR,,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,1
16513,197602156,1,B4601,RA HADRIAN,,NORWAY,NOR,,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,1
16514,197602157,1,B4602,RA TRAJAN,,NORWAY,NOR,,PRIVATE NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,1
16515,197602158,1,B0605,BANCO HIPOTECARIO NACIONAL,,PANAMA,PAN,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16516,197602159,1,B0544,BANCO CENTRAL DE RESERVA DEL PERU,,PERU,PER,K64,CENTRAL MONETARY INSTITUTION,BANK & FINANCE,0
16517,197602160,1,B2511,REPUBLIC OF PERU,,PERU,PER,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16518,197602161,1,B0422,ATLAS CONSOLIDATED MINING & DEV.,,PHILIPPINES,PHL,B07,PRIVATE NON-FINANCIAL ENTERPRISE,NATURAL RESOURCES,0
16519,197602162,1,B0683,BANK HANDLOWY W WARSZAWIE,,POLAND,POL,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16520,197602163,1,B2440,GOVERNMENT DEVELOPMENT BANK OF PUERTO RICO,,PUERTO RICO,PRI,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
16521,197602164,1,B2528,REPUBLIC OF SOUTH AFRICA,,SOUTH AFRICA,ZAF,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16522,197602165,1,B5342,STRATEGIC OIL FUND,,SOUTH AFRICA,ZAF,O84,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16523,197602166,1,B0214,ALTOS HORNOS DE VIZCAYA,,SPAIN,ESP,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16524,197602167,1,B2317,FUERZAS ELECTRICAS DEL NORODESTS,FENOSA,SPAIN,ESP,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16525,197602168,1,B2317,FUERZAS ELECTRICAS DEL NORODESTS,FENOSA,SPAIN,ESP,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16526,197602169,1,B1993,EMPRESA NACIONAL DEL PETROLEO,,SPAIN,ESP,B06,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16527,197602170,1,B2054,ERTISA SA,,SPAIN,ESP,H50,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16528,197602171,1,B0482,AVIACION Y COMERCIO,,SPAIN,ESP,H51,PRIVATE NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16529,197602172,1,B2737,HIDROELECTRICA DE CATALUNA,,SPAIN,ESP,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16530,197602173,1,B2316,FUERZAS ELECTRICAS DE CATALUNA,,SPAIN,ESP,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16531,197602174,1,B0475,AUTOPISTAS DEL MARC NOSTRUM,,SPAIN,ESP,H49,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16532,197602175,1,B2753,HISPANO FRANCESA DE ENERGIA NUCLEAR,,SPAIN,ESP,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16533,197602176,1,B0475,AUTOPISTAS DEL MARC NOSTRUM,,SPAIN,ESP,H49,PUBLIC NON-FINANCIAL ENTERPRISE,TRANSPORT,0
16534,197602177,1,B0214,ALTOS HORNOS DE VIZCAYA,,SPAIN,ESP,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16535,197602178,1,B2465,DEMOCRATIC REPUBLIC OF THE SUDAN,,SUDAN,SDN,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16536,197602179,1,B2061,ESSELETE AB,,SWEDEN,SWE,C32,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16537,197602180,1,B0873,BOLIDEN AB,,SWEDEN,SWE,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16538,197602181,1,B2769,HOLMENS BRUK AB,,SWEDEN,SWE,C17,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16539,197602182,1,B5401,SWEDISH PULP & PAPER ASSOCIATION,,SWEDEN,SWE,C16,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16540,197602183,1,B5679,UDDEHOLMS AB,,SWEDEN,SWE,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16541,197602184,1,B3776,MO OCH DOMSJOE AB,,SWEDEN,SWE,C17,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16542,197602185,1,B0396,ASSI,,SWEDEN,SWE,N82,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16543,197602186,1,B2543,RULER OF DUBAI,,UNITED ARAB EMIRATES,ARE,O84,STATE OR LOCAL GOVERNMENT,GENERAL PURPOSE,0
16544,197602187,1,B2543,EMIRATE OF SHARJAH,,UNITED ARAB EMIRATES,ARE,O84,STATE OR LOCAL GOVERNMENT,GENERAL PURPOSE,0
16545,197602188,1,B1921,ELECTRICITY COUNCIL,,UNITED KINGDOM,GBR,D35,PUBLIC NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16546,197602189,1,B5594,TRAFALGAR HOUSE INVESTMENTS,,UNITED KINGDOM,GBR,L68,OTHER PRIVATE FINANCIAL INSTITUTION,BANK & FINANCE,0
16547,197602190,1,B1365,CLEVELAND ELECTRIC ILLUMINATING,,UNITED STATES,USA,D35,PRIVATE NON-FINANCIAL ENTERPRISE,PUBLIC UTILITIES,0
16548,197602191,1,B2548,REPUBLIC OF VENEZUELA,,VENEZUELA,VEN,O84,CENTRAL GOVERNMENT,GENERAL PURPOSE,0
16549,197602192,1,B0219,ALUMINO DEL CARONI SA,,VENEZUELA,VEN,B07,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16550,197602193,1,B3053,INVESTICIONA BANKA TITOGRAD,,YUGOSLAVIA,YUG,K64,DEPOSIT MONEY BANK,BANK & FINANCE,0
16551,197602194,1,B4356,PETROL LJUBLJANA ROZO ZEMELJSKI PLIN,,YUGOSLAVIA,YUG,B06,PUBLIC NON-FINANCIAL ENTERPRISE,PETROLEUM & NATURAL GAS,0
16552,197602195,1,B0216,ALUFINANCE & TRADE LTD,,BORROWERS UNALLOCATED BY COUNTRY,,K64,OTHER PRIVATE FINANCIAL INSTITUTION,BANK & FINANCE,2
16553,197702001,1,B5165,SOCIETE NATIONALE DES INDUSTRIES CHEMIQUES,,ALGERIA,DZA,C17,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16554,197702002,1,B1698,DALMINE SIDERCA SAIC,,ARGENTINA,ARG,C24,PRIVATE NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16555,197702003,1,B1587,CORP MINERA DE BOLIVIA,,BOLIVIA,BOL,C24,PUBLIC NON-FINANCIAL ENTERPRISE,INDUSTRY,0
16556,197702004,1,B1035,CAIXA ECONOMICA FEDERAL,,BRAZIL,BRA,K64,OTHER PUBLIC FINANCIAL INSTITUTION,BANK & FINANCE,0
