OG_INDEX,PKGID,ORDER,BORROWERID,BORROWER,CLEAN_BORROWER,ABBR,COUNTRY,COUNTRYISO3,ISIC,TYPE,PURPOSE,CLUSTER
6441,198309081,1,B2546,COUNTY OF LOS ANGELES,COUNTY LOS ANGELES,,UNITED STATES,USA,O84,,,3638
6442,198309082,1,B2572,GREAT WESTERN SAVINGS,GREAT WESTERN SAVINGS,,UNITED STATES,USA,K64,,,4826
6443,198309083,1,B3673,MBC FINANCIAL SERVICES CORPORATION OF DALLAS,MBC FINANCIAL SERVICES CORPORATION DALLAS,,UNITED STATES,USA,K64,,,5736
6444,198309084,1,B4227,PACIFIC POWER AND LIGHT,PACIFIC POWER LIGHT,,UNITED STATES,USA,D35,,,8471
6445,198309085,1,B0497,DEUTSCHE BABCOCK,DEUTSCHE BABCOCK,,WEST GERMANY,DEU,C32,,,2781
6446,198311001,1,B0035,ABU DHABI GAS LIQUEFACTION CO,ABU DHABI GAS LIQUEFACTION CO,,ABU DHABI,ARE,C19,,,7384
6447,198311002,1,B5607,TRANSMEDITERRANEAN PIPELINE,TRANSMEDITERRANEAN PIPELINE,,ALGERIA,DZA,D35,,,7429
6448,198311003,1,B0541,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,,ARGENTINA,ARG,K64,,,10272
6449,198311004,1,B0541,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,BANCO CENTRAL DE LA REPUBLICA ARGENTINA,,ARGENTINA,ARG,K64,,,10272
6450,198311005,1,B0456,AUSTRALIAN WHEAT BOARD,AUSTRALIAN WHEAT BOARD,,AUSTRALIA,AUS,O84,,,2361
6451,198311006,1,B0456,AUSTRALIAN WHEAT BOARD,AUSTRALIAN WHEAT BOARD,,AUSTRALIA,AUS,O84,,,2361
6452,198311007,1,B4595,QUEENSLAND GOVERNMENT DEVELOPMENT AUTHORITY,QUEENSLAND GOVERNMENT DEVELOPMENT AUTHORITY,,AUSTRALIA,AUS,O84,,,1840
6453,198311008,1,B5310,STATE ELECTRICITY COMMISSION OF QUEENSLAND,STATE ELECTRICITY COMMISSION QUEENSLAND,,AUSTRALIA,AUS,D35,,,1960
6454,198311009,1,B5536,THOMAS NATIONWIDE TRANSPORT LTD,THOMAS NATIONWIDE TRANSPORT LTD,,AUSTRALIA,AUS,H49,,,6484
6455,198311010,1,B1374,CMC OILFIELD SERVICES,CMC OILFIELD SERVICES,,BAHRAIN,BHR,C19,,,7550
6456,198311011,1,B2451,KINGDOM OF BELGIUM,KINGDOM BELGIUM,,BELGIUM,BEL,O84,,,658
6457,198311012,1,B2451,KINGDOM OF BELGIUM,KINGDOM BELGIUM,,BELGIUM,BEL,O84,,,658
6458,198311013,1,B1478,CIA ENERGETICA DE SAO PAULO,CIA ENERGETICA DE SAO PAULO,,BRAZIL,BRA,D35,,,9372
6459,198311014,1,B1961,EMPRESA BRASILERIA DES TRANSPORTES URBANOS,EMPRESA BRASILERIA DES TRANSPORTES URBANOS,,BRAZIL,BRA,O84,,,10154
6460,198311015,1,B2457,STATE OF MATO GROSSE DO SUL,STATE MATO GROSSE DO SUL,,BRAZIL,BRA,O84,,,1909
6461,198311016,1,B0202,ALLIS CHALMERS CREIT CORPORATION OF CANADA LTD,ALLIS CHALMERS CREIT CORPORATION CANADA LTD,,CANADA,CAN,,,,6439
6462,198311017,1,B1064,CANADIAN LAND,CANADIAN LAND,,CANADA,CAN,,,,7815
6463,198311018,1,B4115,CANADIAN OCCIDENTAL PETROLEUM LTD,CANADIAN OCCIDENTAL PETROLEUM LTD,,CANADA,CAN,C20,,,7479
6464,198311019,1,B1362,CLARK EQUIPMENT CREDIT OF CANADA LTD,CLARK EQUIPMENT CREDIT CANADA LTD,,CANADA,CAN,,,,6202
6465,198311020,1,B2571,GREAT WALL HOTEL,GREAT WALL HOTEL,,CHINA,CHN,I55,,,3146
6466,198311021,1,B0555,BANCO DE BOGOTA,BANCO DE BOGOTA,,COLOMBIA,COL,K64,,,10245
6467,198311022,1,B0555,BANCO DE BOGOTA,BANCO DE BOGOTA,,COLOMBIA,COL,K64,,,10245
6468,198311023,1,B1157,CEMENTOS RIOCLARO,CEMENTOS RIOCLARO,,COLOMBIA,COL,,,,3551
6469,198311024,1,B2464,REPUBLIC OF COLOMBIA,REPUBLIC COLOMBIA,,COLOMBIA,COL,O84,,,654
6470,198311025,1,B2466,KINGDOM OF DENMARK,KINGDOM DENMARK,,DENMARK,DNK,O84,,,656
6471,198311026,1,B2466,KINGDOM OF DENMARK,KINGDOM DENMARK,,DENMARK,DNK,O84,,,656
6472,198311027,1,B1252,CHASE NATIONAL BANK (EGYPT) SAE,CHASE NATIONAL BANK EGYPT SAE,,EGYPT,EGY,K64,,,23
6473,198311028,1,B0736,BANQUE FRANCAISE DU COMMERCE EXTERIEUR,BANQUE FRANCAISE DU COMMERCE EXTERIEUR,,FRANCE,FRA,K64,,,9674
6474,198311029,1,B1431,COMISSARIAT A L'ENERGIE ATOMIQUE,COMISSARIAT A LENERGIE ATOMIQUE,,FRANCE,FRA,M72,,,4285
6475,198311030,1,B1916,ELECTRICITE DE FRANCE,ELECTRICITE DE FRANCE,,FRANCE,FRA,D35,,,10591
6476,198311031,1,B4693,RHONE-POULENC,RHONEPOULENC,,FRANCE,FRA,C20,,,3818
6477,198311032,1,B4677,REPUBLIC OF GABON,REPUBLIC GABON,,GABON,GAB,O84,,,652
6478,198311033,1,B2713,HELLENIC INDUSTRIAL DEVELOPMENT BANK,HELLENIC INDUSTRIAL DEVELOPMENT BANK,,GREECE,GRC,K64,,,222
6479,198311034,1,B2715,HELLENIC TELECOMMUNICATIONS ORGANISATION SA,HELLENIC TELECOMMUNICATIONS ORGANISATION SA,,GREECE,GRC,J61,,,9068
6480,198311035,1,B2715,HELLENIC TELECOMMUNICATIONS ORGANISATION SA,HELLENIC TELECOMMUNICATIONS ORGANISATION SA,,GREECE,GRC,J61,,,9068
6481,198311036,1,B5557,TITAN CEMENT CO,TITAN CEMENT CO,,GREECE,GRC,C23,,,8023
6482,198311037,1,B1730,DECAMMA SHIPPING LTD,DECAMMA SHIPPING LTD,,HONG KONG,HKG,,,,7622
6483,198311038,1,B2789,HONG KONG ISLANDS LINE SA,HONG KONG ISLANDS LINE SA,,HONG KONG,HKG,H49,,,7118
6484,198311039,1,B3919,NATIONAL WESTMINSTER (HK) LTD,NATIONAL WESTMINSTER HK LTD,,HONG KONG,HKG,K64,,,126
6485,198311040,1,B5636,TRIPROFIT ENTERPRISES LTD,TRIPROFIT ENTERPRISES LTD,,HONG KONG,HKG,L68,,,6554
6486,198311041,1,B3870,NATIONAL BANK OF HUNGARY,NATIONAL BANK HUNGARY,,HUNGARY,HUN,K64,,,1
6487,198311042,1,B1772,DEVELOPMENT BANK OF ICELAND,DEVELOPMENT BANK ICELAND,,ICELAND,ISL,K64,,,212
6488,198311043,1,B1380,COAL INDIA LTD,COAL INDIA LTD,,INDIA,IND,B05,,,6542
6489,198311044,1,B4346,PERUSAHAAN NEGARA TAMBANG BATUBARA THROUGH THE MINISTRY OF FINANCE,PERUSAHAAN NEGARA TAMBANG BATUBARA THROUGH MINISTRY FINANCE,,INDONESIA,IDN,,,,6101
6490,198311045,1,B4528,PT GUDANG GARAM,PT GUDANG GARAM,,INDONESIA,IDN,C12,,,2848
6491,198311046,1,B1924,ELECTRICITY SUPPLY BOARD OF IRELAND,ELECTRICITY SUPPLY BOARD IRELAND,,IRELAND,IRL,D35,,,1956
6492,198311047,1,B3074,IRISH TELECOMMUNICATIONS INVESTMENTS LTD,IRISH TELECOMMUNICATIONS INVESTMENTS LTD,,IRELAND,IRL,J61,,,7601
6493,198311048,1,B2484,REPUBLIC OF IRELAND,REPUBLIC IRELAND,,IRELAND,IRL,O84,,,558
6494,198311049,1,B1701,DANIELI INTERNATIONAL HOLDINGS SA,DANIELI INTERNATIONAL HOLDINGS SA,,ITALY,ITA,K64,,,5328
6495,198311050,1,B5105,SOCIETA FINANZIARIA MECCANIA SPA,SOCIETA FINANZIARIA MECCANIA SPA,,ITALY,ITA,K64,,,1557
6496,198311051,1,B3774,MITSUI BANK,MITSUI BANK,,JAPAN,JPN,K64,,,378
6497,198311052,1,B5530,THE TOKAI BANK LTD,TOKAI BANK LTD,,JAPAN,JPN,K64,,,317
6498,198311053,1,B3033,INTERNATIONAL REALTY INVESTMENT GROUP,INTERNATIONAL REALTY INVESTMENT GROUP,,KUWAIT,KWT,L68,,,5394
6499,198311054,1,B1611,COUNCIL FOR DEVELOPMENT AND CONSTRUCTION,COUNCIL DEVELOPMENT CONSTRUCTION,,LEBANON,LBN,O84,,,8301
6500,198311055,1,B0673,BANK BUMIPUTRA MALAYSIA BERHAD,BANK BUMIPUTRA MALAYSIA BERHAD,,MALAYSIA,MYS,K64,,,458
6501,198311056,1,B3884,NATIONAL ELECTRICITY BOARD OF MALAYSIA,NATIONAL ELECTRICITY BOARD MALAYSIA,,MALAYSIA,MYS,D35,,,105
6502,198311057,1,B4781,SABAH ELECTRICITY BOARD,SABAH ELECTRICITY BOARD,,MALAYSIA,MYS,D35,,,1991
6503,198311058,1,B4782,SABAH ENERGY CORPORATION,SABAH ENERGY CORPORATION,,MALAYSIA,MYS,D35,,,5814
6504,198311059,1,B4782,SABAH ENERGY CORPORATION,SABAH ENERGY CORPORATION,,MALAYSIA,MYS,D35,,,5814
6505,198311060,1,B3850,NACIONAL FINANCIERA,NACIONAL FINANCIERA,,MEXICO,MEX,K64,,,10373
6506,198311061,1,B4363,PETROLEOS MEXICANOS,PETROLEOS MEXICANOS,,MEXICO,MEX,C19,,,676
6507,198311062,1,B0287,ANDENAES GROUP,ANDENAES GROUP,,NORWAY,NOR,K64,,,1354
6508,198311063,1,B3338,K/S NORTH SEA DIVING SUPPORT,KS NORTH SEA DIVING SUPPORT,,NORWAY,NOR,,,,7828
6509,198311064,1,B4681,REPUBLIC OF PANAMA,REPUBLIC PANAMA,,PANAMA,PAN,O84,,,559
6510,198311065,1,B2508,INDEPENDENT STATE OF PAPAU NEW GUINEA,INDEPENDENT STATE PAPAU NEW GUINEA,,PAPAU NEW GUINEA,PNG,O84,,,2697
6511,198311066,1,B3881,NATIONAL DEVELOPMENT CORPORATION OF THE PHILIPPINES,NATIONAL DEVELOPMENT CORPORATION PHILIPPINES,,PHILIPPINES,PHL,F41,,,8254
6512,198311067,1,B0027,ABDUL LATIF JAMEEL,ABDUL LATIF JAMEEL,,SAUDI ARABIA,SAU,K64,,,4205
6513,198311068,1,B0317,ARAB AMERICAN CONSTRUCTION CO,ARAB AMERICAN CONSTRUCTION CO,,SAUDI ARABIA,SAU,F41,,,8242
6514,198311069,1,B0328,ARABIAN AUTO AGENCY,ARABIAN AUTO AGENCY,,SAUDI ARABIA,SAU,G45,,,3387
6515,198311070,1,B1298,CHONJU PAPER,CHONJU PAPER,,SOUTH KOREA,KOR,C17,,,3372
6516,198311071,1,B1682,DAEWOO CORPORATION,DAEWOO CORPORATION,,SOUTH KOREA,KOR,C29,,,5701
6517,198311072,1,B1682,DAEWOO INTERNATIONAL (AMERICA) CORPORATION,DAEWOO INTERNATIONAL AMERICA CORPORATION,,SOUTH KOREA,KOR,C29,,,5349
6518,198311073,1,B1682,DAEWOO SHIPBUILDING AND HEAVY MACHINERY LTD,DAEWOO SHIPBUILDING HEAVY MACHINERY LTD,,SOUTH KOREA,KOR,C32,,,7849
6519,198311074,1,B2112,EXPORT-IMPORT BANK OF KOREA,EXPORTIMPORT BANK KOREA,,SOUTH KOREA,KOR,K64,,,190
6520,198311075,1,B2112,EXPORT-IMPORT BANK OF KOREA,EXPORTIMPORT BANK KOREA,,SOUTH KOREA,KOR,K64,,,190
6521,198311076,1,B3217,KEANG NAM ENTERPRISES,KEANG NAM ENTERPRISES,,SOUTH KOREA,KOR,F42,,,2970
6522,198311077,1,B3289,KOREA ELECTRIC POWER CORP,KOREA ELECTRIC POWER CORP,,SOUTH KOREA,KOR,D35,,,8394
6523,198311078,1,B3290,KOREA EXCHANGE BANK,KOREA EXCHANGE BANK,,SOUTH KOREA,KOR,K64,,,189
6524,198311079,1,B3290,KOREA EXCHANGE BANK,KOREA EXCHANGE BANK,,SOUTH KOREA,KOR,K64,,,189
6525,198311080,1,B3305,KOREA PETROLEUM DEVELOPMENT CORP,KOREA PETROLEUM DEVELOPMENT CORP,,SOUTH KOREA,KOR,C19,,,8390
6526,198311081,1,B4790,SAEHAN MERCHANT BANKING CORPORATION,SAEHAN MERCHANT BANKING CORPORATION,,SOUTH KOREA,KOR,K64,,,5749
6527,198311082,1,B4821,SAMSUNG SEMICONDUCTOR & TELECOMMUNICATIONS CO,SAMSUNG SEMICONDUCTOR TELECOMMUNICATIONS CO,,SOUTH KOREA,KOR,C27,,,8029
6528,198311083,1,B0474,AUTOPISTAS DEL ATLANTICO,AUTOPISTAS DEL ATLANTICO,,SPAIN,ESP,F42,,,8896
6529,198311084,1,B1508,COMPANIA TELEFONICA NACIONAL DE ESPANIA,COMPANIA TELEFONICA NACIONAL DE ESPANIA,,SPAIN,ESP,J61,,,10514
6530,198311085,1,B1508,COMPANIA TELEFONICA NACIONAL DE ESPANIA,COMPANIA TELEFONICA NACIONAL DE ESPANIA,,SPAIN,ESP,J61,,,10514
6531,198311086,1,B2123,FABRICA DE SAN CARLOS,FABRICA DE SAN CARLOS,,SPAIN,ESP,,,,9850
6532,198311087,1,B2275,FOMENTOS DE OBRAS Y CNES,FOMENTOS DE OBRAS Y CNES,,SPAIN,ESP,F41,,,9789
6533,198311088,1,B2867,IBERIA,IBERIA,,SPAIN,ESP,H51,,,3715
6534,198311089,1,B2977,INSTITUTO DE CREDITO OFICIAL,INSTITUTO DE CREDITO OFICIAL,,SPAIN,ESP,K64,,,10490
6535,198311090,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,,SPAIN,ESP,H49,,,10524
6536,198311091,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,,SPAIN,ESP,H49,,,10524
6537,198311092,1,B4646,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,RED NACIONAL DE LOS FERROCARRILES ESPANOLES,,SPAIN,ESP,H49,,,10524
6538,198311093,1,B2090,COMMUNAUTE EUROPEENNE DU CHARBON ET DE L'ACIER,COMMUNAUTE EUROPEENNE DU CHARBON ET DE LACIER,,SUPRANATIONAL,,U99,,,9860
6539,198311094,1,B2094,EUROPEAN INVESTMENT BANK,EUROPEAN INVESTMENT BANK,,SUPRANATIONAL,,U99,,,281
6540,198311095,1,B6003,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,INTERNATIONAL BANK RECONSTRUCTION DEVELOPMENT,,SUPRANATIONAL,,U99,,,198
6541,198311096,1,B6003,INTERNATIONAL BANK FOR RECONSTRUCTION AND DEVELOPMENT,INTERNATIONAL BANK RECONSTRUCTION DEVELOPMENT,,SUPRANATIONAL,,U99,,,198
6542,198311097,1,B2181,IHF-INTERNAZIONALE HOLDING FIAT,IHFINTERNAZIONALE HOLDING FIAT,,SWITZERLAND,CHE,,,,3302
6543,198311098,1,B1923,ELECTRICITY GENERATING AUTHORITY OF THAILAND,ELECTRICITY GENERATING AUTHORITY THAILAND,,THAILAND,THA,D35,,,2559
6544,198311099,1,B5476,TELECOMMUNICATIONS ORGANIZATION OF THAILAND,TELECOMMUNICATIONS ORGANIZATION THAILAND,,THAILAND,THA,J61,,,2558
6545,198311100,1,B5627,TRINIDAD AND TOBAGO ELECTRICITY COMMISSION,TRINIDAD TOBAGO ELECTRICITY COMMISSION,,TRINIDAD AND TOBAGO,TTO,O84,,,1981
6546,198311101,1,B3017,INTERNATIONAL BANK FOR INDUSTRIY AND COMMERCE,INTERNATIONAL BANK INDUSTRIY COMMERCE,,TURKEY,TUR,,,,272
6547,198311102,1,B5663,IS BANKASI,IS BANKASI,,TURKEY,TUR,K64,,,2630
6548,198311103,1,B2542,MINISTRY OF FINANCE OF TURKEY,MINISTRY FINANCE TURKEY,,TURKEY,TUR,O84,,,6089
6549,198311104,1,B2724,HERITABLE CAPITAL PLAN LTD,HERITABLE CAPITAL PLAN LTD,,UNITED KINGDOM,GBR,K64,,,6502
6550,198311105,1,B4636,READYCREDIT LTD,READYCREDIT LTD,,UNITED KINGDOM,GBR,,,,6359
6551,198311106,1,B4737,ROWNTREE MACKINTOSH PLC,ROWNTREE MACKINTOSH PLC,,UNITED KINGDOM,GBR,C10,,,1094
6552,198311107,1,B0093,AETNA LIFE AND CASUALTY CO,AETNA LIFE CASUALTY CO,,UNITED STATES,USA,K65,,,8083
6553,198311108,1,B0162,ALASKA HOUSING FINANCE CORP,ALASKA HOUSING FINANCE CORP,,UNITED STATES,USA,K64,,,5972
6554,198311109,1,B0193,ALLIED CORPORATION,ALLIED CORPORATION,,UNITED STATES,USA,K64,,,5809
6555,198311110,1,B1356,CITY INVESTING COMPANY,CITY INVESTING COMPANY,,UNITED STATES,USA,K64,,,8572
6556,198311111,1,B1439,COMMUNICATIONS SATELLITE CORPORATION,COMMUNICATIONS SATELLITE CORPORATION,,UNITED STATES,USA,J61,,,5878
6557,198311112,1,B1526,CONNECTICUT YANKEE ATOMIC POWER COMPANY,CONNECTICUT YANKEE ATOMIC POWER COMPANY,,UNITED STATES,USA,D35,,,8456
6558,198311113,1,B2829,HOUSTON NATURAL GAS CORPORATION,HOUSTON NATURAL GAS CORPORATION,,UNITED STATES,USA,D35,,,5711
6559,198311114,1,B4084,NORWEST CORPORATION,NORWEST CORPORATION,,UNITED STATES,USA,K64,,,5866
6560,198311115,1,B4234,PAINE WEBBER,PAINE WEBBER,,UNITED STATES,USA,K64,,,4286
6561,198311116,1,B4631,RAYMOND INTERNATIONAL,RAYMOND INTERNATIONAL,,UNITED STATES,USA,,,,5449
6562,198311117,1,B4854,SATELLITE BUSINESS SYSTEMS,SATELLITE BUSINESS SYSTEMS,,UNITED STATES,USA,J61,,,3703
6563,198311118,1,B2546,STATE OF CALIFORNIA,STATE CALIFORNIA,,UNITED STATES,USA,O84,,,1945
6564,198311119,1,B5410,TACONA BOATBUILDING CO,TACONA BOATBUILDING CO,,UNITED STATES,USA,H50,,,8121
6565,198311120,1,B5690,ULTRAMAR GROUP,ULTRAMAR GROUP,,UNITED STATES,USA,G47,,,1328
6566,198311121,1,B5810,VALERO ENERGY CORPORATION,VALERO ENERGY CORPORATION,,UNITED STATES,USA,C19,,,5815
6567,198311122,1,B2398,GERMAN ITALIAN MOSUM DAM,GERMAN ITALIAN MOSUM DAM,,WEST GERMANY,DEU,F42,,,4562
6568,198311123,1,B4691,RHEINISCHE-WESTFALISCHE INDUSTRIE,RHEINISCHEWESTFALISCHE INDUSTRIE,,WEST GERMANY,DEU,D35,,,1705
6569,198311124,1,B2717,HEMIJSKA INDUSTRIJA (ZORKA),HEMIJSKA INDUSTRIJA ZORKA,,YUGOSLAVIA,YUG,J58,,,3621
6570,198312001,1,B4402,PICON INTERNATIONAL BV,PICON INTERNATIONAL BV,,AUSTRALIA,AUS,,,,5414
6571,198312002,1,B2626,GULF ALUMINUM ROLLING MILL CO,GULF ALUMINUM ROLLING MILL CO,,BAHRAIN,BHR,C24,,,8045
6572,198312003,1,B5471,TELECT INSURANCE COMPANY LTD,TELECT INSURANCE COMPANY LTD,,BERMUDA,BMU,J61,,,8758
6573,198312004,1,B3767,MISR SHIPPING CO,MISR SHIPPING CO,,EGYPT,EGY,H50,,,7636
6574,198312004,2,B1895,EGYPTIAN NAVIGATION COMPANY,EGYPTIAN NAVIGATION COMPANY,,EGYPT,EGY,H50,,,8567
6575,198312005,1,B2470,REPUBLIC OF FINLAND,REPUBLIC FINLAND,,FINLAND,FIN,O84,,,562
6576,198312006,1,B1682,DAEWOO INDUSTRIAL COMPANY (HONG KONG),DAEWOO INDUSTRIAL COMPANY HONG KONG,,HONG KONG,HKG,C29,,,7097
6577,198312007,1,B3870,NATIONAL BANK OF HUNGARY,NATIONAL BANK HUNGARY,,HUNGARY,HUN,K64,,,1
6578,198312008,1,B4531,PT INDO AMERICAN CERAMICS,PT INDO AMERICAN CERAMICS,,INDONESIA,IDN,,,,2845
6579,198312009,1,B4553,PT SEMEN CHIBINONG,PT SEMEN CHIBINONG,,INDONESIA,IDN,,,,2857
6580,198312010,1,B0587,BANCO DI ROMA,BANCO DI ROMA,,ITALY,ITA,K64,,,10308
6581,198312011,1,B3173,JORDAN PHOSPHATES MINES CO,JORDAN PHOSPHATES MINES CO,,JORDAN,JOR,B07,,,8036
6582,198312012,1,B3850,NACIONAL FINANCIERA,NACIONAL FINANCIERA,,MEXICO,MEX,K64,,,10373
6583,198312013,1,B4284,PARTREDERIET NORSE MOUNTAIN,PARTREDERIET NORSE MOUNTAIN,,NORWAY,NOR,,,,3812
6584,198312014,1,B0329,ARABIAN BULK TRADE,ARABIAN BULK TRADE,,SAUDI ARABIA,SAU,K64,,,7675
6585,198312015,1,B4876,SAUDI OGER LTD,SAUDI OGER LTD,,SAUDI ARABIA,SAU,F41,,,6305
6586,198312016,1,B0387,ASIAN BANKING CORPORATION,ASIAN BANKING CORPORATION,,SOUTH KOREA,KOR,K64,,,5748
6587,198312017,1,B2517,CITY OF PUSAN,CITY PUSAN,,SOUTH KOREA,KOR,O84,,,2383
6588,198312018,1,B2112,EXPORT-IMPORT BANK OF KOREA,EXPORTIMPORT BANK KOREA,,SOUTH KOREA,KOR,K64,,,190
6589,198312019,1,B2864,HYUNDAI ENGINEERING AND CONSTRUCTION CO,HYUNDAI ENGINEERING CONSTRUCTION CO,,SOUTH KOREA,KOR,F41,,,7840
6590,198312019,2,B3722,MIDDLE EAST ENGINEERING DEVELOPMENT,MIDDLE EAST ENGINEERING DEVELOPMENT,,SOUTH KOREA,KOR,F42,,,8354
6591,198312020,1,B3217,KEANG NAM ENTERPRISES,KEANG NAM ENTERPRISES,,SOUTH KOREA,KOR,F42,,,2970
6592,198312021,1,B3217,KEANG NAM ENTERPRISES,KEANG NAM ENTERPRISES,,SOUTH KOREA,KOR,F42,,,2970
6593,198312022,1,B3290,KOREA EXCHANGE BANK,KOREA EXCHANGE BANK,,SOUTH KOREA,KOR,K64,,,189
6594,198312023,1,B3294,KOREA HEAVY INDUSTRIES AND CONTRSUCTION CO LTD,KOREA HEAVY INDUSTRIES CONTRSUCTION CO LTD,,SOUTH KOREA,KOR,F41,,,6801
6595,198312024,1,B4821,SAMSUNG CONSTRUCTION CO,SAMSUNG CONSTRUCTION CO,,SOUTH KOREA,KOR,F41,,,8238
6596,198312025,1,B4821,SAMSUNG SHIPBUILDING CO,SAMSUNG SHIPBUILDING CO,,SOUTH KOREA,KOR,H50,,,8027
6597,198312026,1,B0044,ACERIALES,ACERIALES,,SPAIN,ESP,,,,4287
6598,198312027,1,B2529,AYUNTAMIENTO DE BARCELONA (CITY OF BARCELONA),AYUNTAMIENTO DE BARCELONA CITY BARCELONA,,SPAIN,ESP,R91,,,9887
6599,198312028,1,B2100,"EUROVIAS, CONCESIONARIA ESPANOLS DE AUTOPISTAS",EUROVIAS CONCESIONARIA ESPANOLS DE AUTOPISTAS,,SPAIN,ESP,F41,,,8923
6600,198312029,1,B2318,FUERZAS HIDROELECTRICAS DEL SEGRE,FUERZAS HIDROELECTRICAS DEL SEGRE,,SPAIN,ESP,D35,,,10081
6601,198312030,1,B5079,SOCIEDAD ESPANOLA DE AUTOMOVILES DE TURISMO,SOCIEDAD ESPANOLA DE AUTOMOVILES DE TURISMO,,SPAIN,ESP,G45,,,9560
6602,198312031,1,B5716,UNION ELECTRICA FENOSA,UNION ELECTRICA FENOSA,,SPAIN,ESP,D35,,,9023
6603,198312032,1,B2533,KINGDOM OF SWEDEN,KINGDOM SWEDEN,,SWEDEN,SWE,O84,,,659
6604,198312033,1,B0099,AGA KHAN FOUNDATION,AGA KHAN FOUNDATION,,SWITZERLAND,CHE,Q87,,,3945
6605,198312034,1,B5414,TAIWAN POWER CO,TAIWAN POWER CO,,TAIWAN,TWN,D35,,,8428
6606,198312035,1,B5414,TAIWAN POWER CO,TAIWAN POWER CO,,TAIWAN,TWN,D35,,,8428
6607,198312036,1,B0710,BANK OF THAILAND,BANK THAILAND,,THAILAND,THA,K64,,,337
6608,198312037,1,B2542,REPUBLIC OF TURKEY,REPUBLIC TURKEY,,TURKEY,TUR,O84,,,651
6609,198312038,1,B2236,FIRST NATIONAL SECURITIES LTD,FIRST NATIONAL SECURITIES LTD,,UNITED KINGDOM,GBR,K64,,,85
6610,198312039,1,B2727,HERRON FINANCIAL CORP,HERRON FINANCIAL CORP,,UNITED KINGDOM,GBR,K64,,,4842
6611,198312040,1,B4162,OLYMPIA & BATTERY PARK COMPANY,OLYMPIA BATTERY PARK COMPANY,,UNITED KINGDOM,GBR,,,,8661
6612,198312041,1,B5574,TORLAR LTD,TORLAR LTD,,UNITED KINGDOM,GBR,,,,6340
6613,198312041,2,B0842,BILLINGSGATE DEVELOPMENT LTD,BILLINGSGATE DEVELOPMENT LTD,,UNITED KINGDOM,GBR,R90,,,8347
6614,198312042,1,B2636,GULF OIL CORPORATION,GULF OIL CORPORATION,,UNITED STATES,USA,C19,,,5702
6615,198312043,1,B2886,ILLINOIS POWER COMPANY,ILLINOIS POWER COMPANY,,UNITED STATES,USA,D35,,,8462
6616,198312044,1,B5489,TEXAS EASTERN TRANSMISSION CORP,TEXAS EASTERN TRANSMISSION CORP,,UNITED STATES,USA,C19,,,4982
6617,198312045,1,B5841,VERMONT YANKEE NUCLEAR POWER CORP,VERMONT YANKEE NUCLEAR POWER CORP,,UNITED STATES,USA,,,,8491
6618,198312046,1,B5957,WESTLAND PLC,WESTLAND PLC,,UNITED KINGDOM,GBR,C32,,,1229
6619,198312047,1,B1801,BODSAL GMBH,BODSAL GMBH,,WEST GERMANY,DEU,C28,,,3949
6620,198401001,1,B0049,ACI COAL LTD,ACI COAL LTD,,AUSTRALIA,AUS,,,,6540
6621,198401002,1,B1719,DAVID JONES LTD,DAVID JONES LTD,,AUSTRALIA,AUS,G47,,,6690
6622,198401003,1,B5312,STATE ENERGY COMMISSION OF WESTERN AUSTRALIA,STATE ENERGY COMMISSION WESTERN AUSTRALIA,,AUSTRALIA,AUS,D35,,,1957
6623,198401004,1,B6058,YULARA DEVELOPMENT CO,YULARA DEVELOPMENT CO,,AUSTRALIA,AUS,,,,8359
6624,198401005,1,B1169,CENTRAL BANK OF BARBADOS,CENTRAL BANK BARBADOS,,BARBADOS,BRB,K64,,,247
6625,198401006,1,B1959,EMPRESA BRASILIERA DE INFRA-ESTRATURA,EMPRESA BRASILIERA DE INFRAESTRATURA,,BRAZIL,BRA,H51,,,10173
6626,198401007,1,B2457,STATE OF PERNAMBUCO,STATE PERNAMBUCO,,BRAZIL,BRA,O84,,,1927
6627,198401008,1,B0033,ABITIBI-PRICE REFINANCE INC,ABITIBIPRICE REFINANCE INC,,CANADA,CAN,,,,888
6628,198401009,1,B3041,INTERPROVINCIAL PIPELINE (NW) LTD,INTERPROVINCIAL PIPELINE NW LTD,,CANADA,CAN,D35,,,6617
6629,198401010,1,B3329,KRUGER INC,KRUGER INC,,CANADA,CAN,C17,,,979
6630,198401011,1,B2345,GARDEN HOTEL (HOLDINGS) LTD,GARDEN HOTEL HOLDINGS LTD,,CHINA,CHN,I55,,,6826
6631,198401012,1,B3409,LANDTRADE COMPANY LTD,LANDTRADE COMPANY LTD,,CHINA,CHN,,,,8744
6632,198401013,1,B2635,GULF MARINE MAINTENANCE AND OFFSHORE SERVICE CO LTD,GULF MARINE MAINTENANCE OFFSHORE SERVICE CO LTD,,DUBAI,ARE,H52,,,7875
